Order_date_SK,orderDate,Year,Quarter,Month,Week,FiscalYear,FiscalQuarter,FiscalMonth,FiscalWeek
515,12/3/2008,2008,4,12,49,2009,3,9,61
516,12/1/2008,2008,4,12,49,2009,3,9,61
517,1/1/2006,2006,1,1,1,2006,4,10,41
518,6/4/2006,2006,2,6,23,2007,1,3,35
519,6/4/2006,2006,2,6,23,2007,1,3,35
520,11/23/2008,2008,4,11,48,2009,3,8,60
521,11/23/2008,2008,4,11,48,2009,3,8,60
522,5/25/2006,2006,2,5,21,2007,1,2,33
523,5/25/2006,2006,2,5,21,2007,1,2,33
524,12/10/2008,2008,4,12,50,2009,3,9,62
525,5/2/2006,2006,2,5,18,2007,1,2,30
526,6/14/2006,2006,2,6,24,2007,1,3,36
527,5/23/2008,2008,2,5,21,2009,1,2,33
528,5/23/2008,2008,2,5,21,2009,1,2,33
529,5/23/2008,2008,2,5,21,2009,1,2,33
530,6/17/2008,2008,2,6,25,2009,1,3,37
531,6/17/2008,2008,2,6,25,2009,1,3,37
532,2/15/2006,2006,1,2,7,2006,4,11,47
533,5/26/2008,2008,2,5,22,2009,1,2,34
534,6/11/2008,2008,2,6,24,2009,1,3,36
535,6/11/2008,2008,2,6,24,2009,1,3,36
536,6/11/2008,2008,2,6,24,2009,1,3,36
537,5/22/2008,2008,2,5,21,2009,1,2,33
538,5/19/2008,2008,2,5,21,2009,1,2,33
539,5/19/2008,2008,2,5,21,2009,1,2,33
540,2/18/2006,2006,1,2,7,2006,4,11,47
541,1/29/2006,2006,1,1,5,2006,4,10,45
542,1/29/2006,2006,1,1,5,2006,4,10,45
543,5/11/2009,2009,2,5,20,2010,1,2,32
544,5/26/2008,2008,2,5,22,2009,1,2,34
545,8/14/2005,2005,3,8,34,2006,2,5,46
546,8/14/2005,2005,3,8,34,2006,2,5,46
547,4/6/2009,2009,2,4,15,2010,1,1,27
548,4/17/2009,2009,2,4,16,2010,1,1,28
549,9/18/2007,2007,3,9,38,2008,2,6,50
550,10/25/2006,2006,4,10,43,2007,3,7,55
551,9/26/2007,2007,3,9,39,2008,2,6,51
552,9/26/2007,2007,3,9,39,2008,2,6,51
553,8/23/2005,2005,3,8,35,2006,2,5,47
554,3/25/2009,2009,1,3,13,2009,4,12,25
555,11/4/2006,2006,4,11,44,2007,3,8,56
556,4/2/2009,2009,2,4,14,2010,1,1,26
557,4/2/2009,2009,2,4,14,2010,1,1,26
558,4/2/2009,2009,2,4,14,2010,1,1,26
559,3/23/2009,2009,1,3,13,2009,4,12,25
560,4/4/2009,2009,2,4,14,2010,1,1,26
561,4/7/2009,2009,2,4,15,2010,1,1,27
562,4/12/2009,2009,2,4,16,2010,1,1,28
563,10/15/2006,2006,4,10,42,2007,3,7,54
564,4/24/2009,2009,2,4,17,2010,1,1,29
565,4/24/2009,2009,2,4,17,2010,1,1,29
566,4/24/2009,2009,2,4,17,2010,1,1,29
567,4/24/2009,2009,2,4,17,2010,1,1,29
568,4/24/2009,2009,2,4,17,2010,1,1,29
569,6/8/2010,2010,2,6,24,2011,1,3,36
570,6/6/2010,2010,2,6,24,2011,1,3,36
571,5/2/2005,2005,2,5,19,2006,1,2,31
572,6/2/2010,2010,2,6,23,2011,1,3,35
573,6/2/2010,2010,2,6,23,2011,1,3,35
574,5/21/2010,2010,2,5,21,2011,1,2,33
575,6/13/2010,2010,2,6,25,2011,1,3,37
576,6/13/2010,2010,2,6,25,2011,1,3,37
577,6/13/2010,2010,2,6,25,2011,1,3,37
578,5/17/2010,2010,2,5,21,2011,1,2,33
579,6/6/2010,2010,2,6,24,2011,1,3,36
580,8/28/2009,2009,3,8,35,2010,2,5,47
581,8/28/2009,2009,3,8,35,2010,2,5,47
582,8/14/2009,2009,3,8,33,2010,2,5,45
583,8/14/2009,2009,3,8,33,2010,2,5,45
584,8/16/2009,2009,3,8,34,2010,2,5,46
585,9/25/2006,2006,3,9,39,2007,2,6,51
586,9/5/2006,2006,3,9,36,2007,2,6,48
587,2/6/2008,2008,1,2,6,2008,4,11,46
588,9/13/2006,2006,3,9,37,2007,2,6,49
589,9/13/2006,2006,3,9,37,2007,2,6,49
590,9/13/2006,2006,3,9,37,2007,2,6,49
591,9/15/2006,2006,3,9,37,2007,2,6,49
592,9/17/2006,2006,3,9,38,2007,2,6,50
593,9/17/2006,2006,3,9,38,2007,2,6,50
594,9/15/2006,2006,3,9,37,2007,2,6,49
595,9/15/2006,2006,3,9,37,2007,2,6,49
596,9/15/2006,2006,3,9,37,2007,2,6,49
597,9/15/2006,2006,3,9,37,2007,2,6,49
598,9/26/2006,2006,3,9,39,2007,2,6,51
599,9/11/2006,2006,3,9,37,2007,2,6,49
600,1/13/2008,2008,1,1,3,2008,4,10,43
601,1/13/2008,2008,1,1,3,2008,4,10,43
602,1/13/2008,2008,1,1,3,2008,4,10,43
603,8/14/2007,2007,3,8,33,2008,2,5,45
604,8/14/2007,2007,3,8,33,2008,2,5,45
605,8/14/2007,2007,3,8,33,2008,2,5,45
606,4/27/2005,2005,2,4,18,2006,1,1,30
607,4/27/2005,2005,2,4,18,2006,1,1,30
608,4/27/2005,2005,2,4,18,2006,1,1,30
609,10/20/2009,2009,4,10,43,2010,3,7,55
610,7/26/2007,2007,3,7,30,2008,2,4,42
611,7/26/2007,2007,3,7,30,2008,2,4,42
612,8/3/2007,2007,3,8,31,2008,2,5,43
613,8/5/2007,2007,3,8,32,2008,2,5,44
614,8/10/2007,2007,3,8,32,2008,2,5,44
615,8/10/2007,2007,3,8,32,2008,2,5,44
616,8/3/2007,2007,3,8,31,2008,2,5,43
617,8/18/2007,2007,3,8,33,2008,2,5,45
618,8/18/2007,2007,3,8,33,2008,2,5,45
619,8/24/2006,2006,3,8,34,2007,2,5,46
620,8/20/2006,2006,3,8,34,2007,2,5,46
621,7/14/2010,2010,3,7,29,2011,2,4,41
622,7/14/2010,2010,3,7,29,2011,2,4,41
623,8/17/2006,2006,3,8,33,2007,2,5,45
624,8/3/2006,2006,3,8,31,2007,2,5,43
625,8/10/2006,2006,3,8,32,2007,2,5,44
626,8/16/2006,2006,3,8,33,2007,2,5,45
627,8/16/2006,2006,3,8,33,2007,2,5,45
628,2/18/2007,2007,1,2,8,2007,4,11,48
629,2/18/2007,2007,1,2,8,2007,4,11,48
630,2/20/2007,2007,1,2,8,2007,4,11,48
631,2/20/2007,2007,1,2,8,2007,4,11,48
632,2/5/2007,2007,1,2,6,2007,4,11,46
633,2/15/2007,2007,1,2,7,2007,4,11,47
634,2/15/2007,2007,1,2,7,2007,4,11,47
635,2/7/2007,2007,1,2,6,2007,4,11,46
636,2/7/2007,2007,1,2,6,2007,4,11,46
637,2/7/2007,2007,1,2,6,2007,4,11,46
638,2/2/2007,2007,1,2,5,2007,4,11,45
639,1/29/2007,2007,1,1,5,2007,4,10,45
640,2/18/2007,2007,1,2,8,2007,4,11,48
641,2/18/2007,2007,1,2,8,2007,4,11,48
642,7/18/2010,2010,3,7,30,2011,2,4,42
643,4/21/2009,2009,2,4,17,2010,1,1,29
644,7/12/2010,2010,3,7,29,2011,2,4,41
645,6/17/2006,2006,2,6,24,2007,1,3,36
646,5/30/2006,2006,2,5,22,2007,1,2,34
647,5/30/2006,2006,2,5,22,2007,1,2,34
648,5/31/2007,2007,2,5,22,2008,1,2,34
649,2/5/2008,2008,1,2,6,2008,4,11,46
650,2/5/2008,2008,1,2,6,2008,4,11,46
651,1/20/2008,2008,1,1,4,2008,4,10,44
652,2/8/2008,2008,1,2,6,2008,4,11,46
653,11/17/2009,2009,4,11,47,2010,3,8,59
654,11/17/2009,2009,4,11,47,2010,3,8,59
655,2/19/2007,2007,1,2,8,2007,4,11,48
656,12/1/2009,2009,4,12,49,2010,3,9,61
657,12/1/2009,2009,4,12,49,2010,3,9,61
658,6/24/2005,2005,2,6,26,2006,1,3,38
659,6/6/2005,2005,2,6,24,2006,1,3,36
660,6/6/2005,2005,2,6,24,2006,1,3,36
661,6/11/2010,2010,2,6,24,2011,1,3,36
662,6/11/2010,2010,2,6,24,2011,1,3,36
663,6/11/2010,2010,2,6,24,2011,1,3,36
664,9/17/2010,2010,3,9,38,2011,2,6,50
665,6/12/2005,2005,2,6,25,2006,1,3,37
666,5/4/2008,2008,2,5,19,2009,1,2,31
667,2/5/2010,2010,1,2,6,2010,4,11,46
668,2/5/2010,2010,1,2,6,2010,4,11,46
669,5/24/2008,2008,2,5,21,2009,1,2,33
670,5/26/2008,2008,2,5,22,2009,1,2,34
671,5/26/2008,2008,2,5,22,2009,1,2,34
672,5/26/2008,2008,2,5,22,2009,1,2,34
673,10/24/2008,2008,4,10,43,2009,3,7,55
674,5/28/2008,2008,2,5,22,2009,1,2,34
675,5/28/2008,2008,2,5,22,2009,1,2,34
676,5/20/2008,2008,2,5,21,2009,1,2,33
677,5/20/2008,2008,2,5,21,2009,1,2,33
678,2/1/2010,2010,1,2,6,2010,4,11,46
679,5/17/2008,2008,2,5,20,2009,1,2,32
680,8/20/2006,2006,3,8,34,2007,2,5,46
681,8/20/2006,2006,3,8,34,2007,2,5,46
682,8/20/2006,2006,3,8,34,2007,2,5,46
683,2/24/2006,2006,1,2,8,2006,4,11,48
684,2/24/2006,2006,1,2,8,2006,4,11,48
685,2/24/2006,2006,1,2,8,2006,4,11,48
686,2/10/2010,2010,1,2,7,2010,4,11,47
687,2/11/2010,2010,1,2,7,2010,4,11,47
688,8/16/2006,2006,3,8,33,2007,2,5,45
689,7/3/2010,2010,3,7,27,2011,2,4,39
690,1/3/2009,2009,1,1,1,2009,4,10,41
691,1/3/2009,2009,1,1,1,2009,4,10,41
692,1/3/2009,2009,1,1,1,2009,4,10,41
693,1/3/2009,2009,1,1,1,2009,4,10,41
694,7/13/2010,2010,3,7,29,2011,2,4,41
695,7/13/2010,2010,3,7,29,2011,2,4,41
696,2/25/2005,2005,1,2,9,2005,4,11,49
697,6/16/2007,2007,2,6,24,2008,1,3,36
698,3/31/2005,2005,1,3,14,2005,4,12,26
699,3/31/2005,2005,1,3,14,2005,4,12,26
700,3/31/2005,2005,1,3,14,2005,4,12,26
701,3/31/2005,2005,1,3,14,2005,4,12,26
702,9/28/2005,2005,3,9,40,2006,2,6,52
703,9/21/2005,2005,3,9,39,2006,2,6,51
704,9/12/2005,2005,3,9,38,2006,2,6,50
705,9/12/2005,2005,3,9,38,2006,2,6,50
706,9/12/2005,2005,3,9,38,2006,2,6,50
707,9/12/2005,2005,3,9,38,2006,2,6,50
708,9/23/2005,2005,3,9,39,2006,2,6,51
709,9/25/2005,2005,3,9,40,2006,2,6,52
710,9/2/2005,2005,3,9,36,2006,2,6,48
711,9/2/2005,2005,3,9,36,2006,2,6,48
712,9/2/2005,2005,3,9,36,2006,2,6,48
713,9/2/2005,2005,3,9,36,2006,2,6,48
714,2/8/2010,2010,1,2,7,2010,4,11,47
715,8/24/2005,2005,3,8,35,2006,2,5,47
716,9/27/2005,2005,3,9,40,2006,2,6,52
717,9/27/2005,2005,3,9,40,2006,2,6,52
718,9/27/2005,2005,3,9,40,2006,2,6,52
719,2/8/2010,2010,1,2,7,2010,4,11,47
720,2/8/2010,2010,1,2,7,2010,4,11,47
721,2/14/2009,2009,1,2,7,2009,4,11,47
722,2/14/2009,2009,1,2,7,2009,4,11,47
723,3/8/2006,2006,1,3,10,2006,4,12,50
724,11/22/2008,2008,4,11,47,2009,3,8,59
725,11/22/2008,2008,4,11,47,2009,3,8,59
726,9/12/2006,2006,3,9,37,2007,2,6,49
727,9/12/2006,2006,3,9,37,2007,2,6,49
728,10/3/2006,2006,4,10,40,2007,3,7,52
729,10/3/2006,2006,4,10,40,2007,3,7,52
730,10/3/2006,2006,4,10,40,2007,3,7,52
731,11/16/2008,2008,4,11,47,2009,3,8,59
732,9/7/2006,2006,3,9,36,2007,2,6,48
733,9/29/2006,2006,3,9,39,2007,2,6,51
734,9/29/2006,2006,3,9,39,2007,2,6,51
735,3/18/2009,2009,1,3,12,2009,4,12,24
736,3/18/2009,2009,1,3,12,2009,4,12,24
737,3/3/2009,2009,1,3,10,2009,4,12,50
738,2/16/2009,2009,1,2,8,2009,4,11,48
739,2/16/2009,2009,1,2,8,2009,4,11,48
740,2/16/2009,2009,1,2,8,2009,4,11,48
741,2/16/2009,2009,1,2,8,2009,4,11,48
742,2/18/2009,2009,1,2,8,2009,4,11,48
743,2/13/2009,2009,1,2,7,2009,4,11,47
744,2/25/2009,2009,1,2,9,2009,4,11,49
745,3/12/2009,2009,1,3,11,2009,4,12,51
746,3/12/2009,2009,1,3,11,2009,4,12,51
747,2/9/2009,2009,1,2,7,2009,4,11,47
748,2/9/2009,2009,1,2,7,2009,4,11,47
749,5/12/2006,2006,2,5,19,2007,1,2,31
750,5/12/2006,2006,2,5,19,2007,1,2,31
751,8/29/2009,2009,3,8,35,2010,2,5,47
752,8/29/2009,2009,3,8,35,2010,2,5,47
753,10/14/2006,2006,4,10,41,2007,3,7,53
754,10/14/2006,2006,4,10,41,2007,3,7,53
755,7/11/2008,2008,3,7,28,2009,2,4,40
756,7/11/2008,2008,3,7,28,2009,2,4,40
757,10/9/2007,2007,4,10,41,2008,3,7,53
758,6/16/2008,2008,2,6,25,2009,1,3,37
759,10/10/2006,2006,4,10,41,2007,3,7,53
760,5/24/2010,2010,2,5,22,2011,1,2,34
761,5/24/2010,2010,2,5,22,2011,1,2,34
762,11/3/2006,2006,4,11,44,2007,3,8,56
763,11/3/2006,2006,4,11,44,2007,3,8,56
764,11/3/2006,2006,4,11,44,2007,3,8,56
765,6/29/2008,2008,2,6,27,2009,1,3,39
766,4/3/2009,2009,2,4,14,2010,1,1,26
767,3/1/2006,2006,1,3,9,2006,4,12,49
768,7/10/2010,2010,3,7,28,2011,2,4,40
769,7/9/2005,2005,3,7,28,2006,2,4,40
770,7/6/2010,2010,3,7,28,2011,2,4,40
771,7/6/2010,2010,3,7,28,2011,2,4,40
772,7/6/2010,2010,3,7,28,2011,2,4,40
773,3/13/2006,2006,1,3,11,2006,4,12,51
774,7/7/2008,2008,3,7,28,2009,2,4,40
775,7/7/2008,2008,3,7,28,2009,2,4,40
776,3/29/2006,2006,1,3,13,2006,4,12,25
777,8/5/2005,2005,3,8,32,2006,2,5,44
778,1/12/2008,2008,1,1,2,2008,4,10,42
779,4/7/2006,2006,2,4,14,2007,1,1,26
780,9/5/2007,2007,3,9,36,2008,2,6,48
781,9/5/2007,2007,3,9,36,2008,2,6,48
782,9/3/2007,2007,3,9,36,2008,2,6,48
783,12/23/2007,2007,4,12,52,2008,3,9,64
784,8/27/2007,2007,3,8,35,2008,2,5,47
785,8/27/2007,2007,3,8,35,2008,2,5,47
786,9/2/2007,2007,3,9,36,2008,2,6,48
787,9/2/2007,2007,3,9,36,2008,2,6,48
788,9/19/2007,2007,3,9,38,2008,2,6,50
789,9/19/2007,2007,3,9,38,2008,2,6,50
790,8/22/2007,2007,3,8,34,2008,2,5,46
791,8/22/2007,2007,3,8,34,2008,2,5,46
792,8/27/2007,2007,3,8,35,2008,2,5,47
793,8/27/2007,2007,3,8,35,2008,2,5,47
794,8/27/2007,2007,3,8,35,2008,2,5,47
795,1/24/2005,2005,1,1,5,2005,4,10,45
796,1/20/2005,2005,1,1,4,2005,4,10,44
797,1/16/2005,2005,1,1,4,2005,4,10,44
798,1/16/2005,2005,1,1,4,2005,4,10,44
799,1/16/2005,2005,1,1,4,2005,4,10,44
800,1/24/2005,2005,1,1,5,2005,4,10,45
801,1/24/2005,2005,1,1,5,2005,4,10,45
802,2/13/2005,2005,1,2,8,2005,4,11,48
803,6/11/2005,2005,2,6,24,2006,1,3,36
804,6/10/2005,2005,2,6,24,2006,1,3,36
805,12/17/2009,2009,4,12,51,2010,3,9,63
806,10/3/2008,2008,4,10,40,2009,3,7,52
807,6/17/2005,2005,2,6,25,2006,1,3,37
808,6/17/2005,2005,2,6,25,2006,1,3,37
809,6/4/2005,2005,2,6,23,2006,1,3,35
810,6/4/2005,2005,2,6,23,2006,1,3,35
811,12/25/2009,2009,4,12,52,2010,3,9,64
812,6/17/2005,2005,2,6,25,2006,1,3,37
813,6/18/2005,2005,2,6,25,2006,1,3,37
814,6/18/2005,2005,2,6,25,2006,1,3,37
815,6/18/2005,2005,2,6,25,2006,1,3,37
816,12/20/2009,2009,4,12,52,2010,3,9,64
817,12/20/2009,2009,4,12,52,2010,3,9,64
818,12/9/2009,2009,4,12,50,2010,3,9,62
819,12/9/2009,2009,4,12,50,2010,3,9,62
820,11/26/2009,2009,4,11,48,2010,3,8,60
821,9/29/2005,2005,3,9,40,2006,2,6,52
822,9/29/2005,2005,3,9,40,2006,2,6,52
823,3/4/2006,2006,1,3,9,2006,4,12,49
824,11/30/2009,2009,4,11,49,2010,3,8,61
825,11/30/2009,2009,4,11,49,2010,3,8,61
826,11/17/2009,2009,4,11,47,2010,3,8,59
827,11/17/2009,2009,4,11,47,2010,3,8,59
828,11/20/2009,2009,4,11,47,2010,3,8,59
829,11/19/2009,2009,4,11,47,2010,3,8,59
830,3/17/2006,2006,1,3,11,2006,4,12,51
831,3/17/2006,2006,1,3,11,2006,4,12,51
832,3/17/2006,2006,1,3,11,2006,4,12,51
833,11/24/2009,2009,4,11,48,2010,3,8,60
834,11/24/2009,2009,4,11,48,2010,3,8,60
835,12/14/2009,2009,4,12,51,2010,3,9,63
836,6/22/2010,2010,2,6,26,2011,1,3,38
837,6/22/2010,2010,2,6,26,2011,1,3,38
838,6/22/2010,2010,2,6,26,2011,1,3,38
839,6/22/2010,2010,2,6,26,2011,1,3,38
840,6/10/2010,2010,2,6,24,2011,1,3,36
841,6/10/2010,2010,2,6,24,2011,1,3,36
842,12/3/2005,2005,4,12,49,2006,3,9,61
843,12/3/2005,2005,4,12,49,2006,3,9,61
844,2/4/2007,2007,1,2,6,2007,4,11,46
845,2/4/2007,2007,1,2,6,2007,4,11,46
846,2/4/2007,2007,1,2,6,2007,4,11,46
847,2/21/2005,2005,1,2,9,2005,4,11,49
848,6/2/2010,2010,2,6,23,2011,1,3,35
849,7/3/2010,2010,3,7,27,2011,2,4,39
850,7/3/2010,2010,3,7,27,2011,2,4,39
851,7/3/2010,2010,3,7,27,2011,2,4,39
852,6/6/2010,2010,2,6,24,2011,1,3,36
853,7/3/2010,2010,3,7,27,2011,2,4,39
854,7/3/2010,2010,3,7,27,2011,2,4,39
855,7/3/2010,2010,3,7,27,2011,2,4,39
856,1/22/2005,2005,1,1,4,2005,4,10,44
857,1/20/2005,2005,1,1,4,2005,4,10,44
858,1/20/2005,2005,1,1,4,2005,4,10,44
859,1/20/2005,2005,1,1,4,2005,4,10,44
860,2/22/2007,2007,1,2,8,2007,4,11,48
861,2/22/2007,2007,1,2,8,2007,4,11,48
862,1/16/2005,2005,1,1,4,2005,4,10,44
863,1/28/2005,2005,1,1,5,2005,4,10,45
864,1/28/2005,2005,1,1,5,2005,4,10,45
865,2/10/2007,2007,1,2,6,2007,4,11,46
866,2/10/2007,2007,1,2,6,2007,4,11,46
867,7/25/2005,2005,3,7,31,2006,2,4,43
868,7/25/2005,2005,3,7,31,2006,2,4,43
869,1/17/2005,2005,1,1,4,2005,4,10,44
870,1/17/2005,2005,1,1,4,2005,4,10,44
871,9/28/2009,2009,3,9,40,2010,2,6,52
872,9/28/2009,2009,3,9,40,2010,2,6,52
873,9/28/2009,2009,3,9,40,2010,2,6,52
874,9/28/2009,2009,3,9,40,2010,2,6,52
875,9/23/2009,2009,3,9,39,2010,2,6,51
876,5/18/2007,2007,2,5,20,2008,1,2,32
877,5/18/2007,2007,2,5,20,2008,1,2,32
878,5/18/2007,2007,2,5,20,2008,1,2,32
879,5/18/2007,2007,2,5,20,2008,1,2,32
880,5/9/2007,2007,2,5,19,2008,1,2,31
881,5/9/2007,2007,2,5,19,2008,1,2,31
882,2/5/2008,2008,1,2,6,2008,4,11,46
883,2/5/2008,2008,1,2,6,2008,4,11,46
884,5/7/2007,2007,2,5,19,2008,1,2,31
885,5/24/2007,2007,2,5,21,2008,1,2,33
886,6/8/2009,2009,2,6,24,2010,1,3,36
887,9/8/2009,2009,3,9,37,2010,2,6,49
888,9/23/2009,2009,3,9,39,2010,2,6,51
889,9/23/2009,2009,3,9,39,2010,2,6,51
890,9/6/2009,2009,3,9,37,2010,2,6,49
891,9/7/2009,2009,3,9,37,2010,2,6,49
892,9/7/2009,2009,3,9,37,2010,2,6,49
893,8/28/2009,2009,3,8,35,2010,2,5,47
894,8/28/2009,2009,3,8,35,2010,2,5,47
895,8/28/2009,2009,3,8,35,2010,2,5,47
896,5/31/2009,2009,2,5,23,2010,1,2,35
897,3/24/2010,2010,1,3,13,2010,4,12,25
898,3/24/2010,2010,1,3,13,2010,4,12,25
899,3/24/2010,2010,1,3,13,2010,4,12,25
900,9/16/2006,2006,3,9,37,2007,2,6,49
901,5/29/2009,2009,2,5,22,2010,1,2,34
902,6/9/2009,2009,2,6,24,2010,1,3,36
903,10/13/2005,2005,4,10,42,2006,3,7,54
904,10/9/2005,2005,4,10,42,2006,3,7,54
905,12/30/2006,2006,4,12,52,2007,3,9,64
906,12/30/2006,2006,4,12,52,2007,3,9,64
907,12/30/2006,2006,4,12,52,2007,3,9,64
908,1/8/2007,2007,1,1,2,2007,4,10,42
909,1/8/2007,2007,1,1,2,2007,4,10,42
910,1/8/2007,2007,1,1,2,2007,4,10,42
911,1/3/2007,2007,1,1,1,2007,4,10,41
912,12/26/2006,2006,4,12,52,2007,3,9,64
913,1/12/2007,2007,1,1,2,2007,4,10,42
914,4/10/2005,2005,2,4,16,2006,1,1,28
915,4/10/2005,2005,2,4,16,2006,1,1,28
916,12/11/2007,2007,4,12,50,2008,3,9,62
917,12/11/2007,2007,4,12,50,2008,3,9,62
918,11/5/2006,2006,4,11,45,2007,3,8,57
919,4/11/2010,2010,2,4,16,2011,1,1,28
920,4/11/2010,2010,2,4,16,2011,1,1,28
921,4/11/2010,2010,2,4,16,2011,1,1,28
922,4/11/2010,2010,2,4,16,2011,1,1,28
923,11/16/2006,2006,4,11,46,2007,3,8,58
924,9/18/2007,2007,3,9,38,2008,2,6,50
925,9/18/2007,2007,3,9,38,2008,2,6,50
926,9/19/2005,2005,3,9,39,2006,2,6,51
927,10/15/2005,2005,4,10,42,2006,3,7,54
928,10/9/2007,2007,4,10,41,2008,3,7,53
929,10/9/2007,2007,4,10,41,2008,3,7,53
930,3/18/2010,2010,1,3,12,2010,4,12,24
931,3/18/2010,2010,1,3,12,2010,4,12,24
932,10/13/2005,2005,4,10,42,2006,3,7,54
933,6/30/2007,2007,2,6,26,2008,1,3,38
934,3/29/2010,2010,1,3,14,2010,4,12,26
935,3/29/2010,2010,1,3,14,2010,4,12,26
936,4/11/2010,2010,2,4,16,2011,1,1,28
937,9/11/2005,2005,3,9,38,2006,2,6,50
938,6/26/2009,2009,2,6,26,2010,1,3,38
939,8/14/2006,2006,3,8,33,2007,2,5,45
940,6/26/2009,2009,2,6,26,2010,1,3,38
941,6/26/2009,2009,2,6,26,2010,1,3,38
942,6/26/2009,2009,2,6,26,2010,1,3,38
943,8/27/2006,2006,3,8,35,2007,2,5,47
944,8/27/2006,2006,3,8,35,2007,2,5,47
945,8/26/2006,2006,3,8,34,2007,2,5,46
946,8/26/2006,2006,3,8,34,2007,2,5,46
947,9/23/2007,2007,3,9,39,2008,2,6,51
948,9/23/2007,2007,3,9,39,2008,2,6,51
949,9/23/2007,2007,3,9,39,2008,2,6,51
950,9/20/2008,2008,3,9,38,2009,2,6,50
951,9/20/2008,2008,3,9,38,2009,2,6,50
952,3/26/2010,2010,1,3,13,2010,4,12,25
953,7/3/2010,2010,3,7,27,2011,2,4,39
954,7/3/2010,2010,3,7,27,2011,2,4,39
955,9/12/2008,2008,3,9,37,2009,2,6,49
956,10/4/2008,2008,4,10,40,2009,3,7,52
957,9/6/2008,2008,3,9,36,2009,2,6,48
958,9/8/2007,2007,3,9,36,2008,2,6,48
959,9/29/2008,2008,3,9,40,2009,2,6,52
960,1/1/2009,2009,1,1,1,2009,4,10,41
961,1/1/2009,2009,1,1,1,2009,4,10,41
962,9/27/2005,2005,3,9,40,2006,2,6,52
963,4/11/2008,2008,2,4,15,2009,1,1,27
964,4/27/2008,2008,2,4,18,2009,1,1,30
965,4/7/2008,2008,2,4,15,2009,1,1,27
966,4/7/2008,2008,2,4,15,2009,1,1,27
967,7/10/2010,2010,3,7,28,2011,2,4,40
968,4/13/2008,2008,2,4,16,2009,1,1,28
969,4/11/2008,2008,2,4,15,2009,1,1,27
970,4/11/2008,2008,2,4,15,2009,1,1,27
971,4/11/2008,2008,2,4,15,2009,1,1,27
972,4/11/2008,2008,2,4,15,2009,1,1,27
973,4/29/2008,2008,2,4,18,2009,1,1,30
974,4/29/2008,2008,2,4,18,2009,1,1,30
975,10/13/2006,2006,4,10,41,2007,3,7,53
976,11/19/2009,2009,4,11,47,2010,3,8,59
977,11/19/2009,2009,4,11,47,2010,3,8,59
978,12/1/2009,2009,4,12,49,2010,3,9,61
979,11/29/2009,2009,4,11,49,2010,3,8,61
980,11/29/2009,2009,4,11,49,2010,3,8,61
981,11/26/2009,2009,4,11,48,2010,3,8,60
982,11/7/2009,2009,4,11,45,2010,3,8,57
983,10/7/2007,2007,4,10,41,2008,3,7,53
984,10/16/2007,2007,4,10,42,2008,3,7,54
985,10/12/2007,2007,4,10,41,2008,3,7,53
986,10/12/2007,2007,4,10,41,2008,3,7,53
987,10/12/2007,2007,4,10,41,2008,3,7,53
988,9/29/2007,2007,3,9,39,2008,2,6,51
989,10/5/2007,2007,4,10,40,2008,3,7,52
990,11/27/2007,2007,4,11,48,2008,3,8,60
991,11/27/2007,2007,4,11,48,2008,3,8,60
992,11/22/2007,2007,4,11,47,2008,3,8,59
993,11/10/2007,2007,4,11,45,2008,3,8,57
994,11/10/2007,2007,4,11,45,2008,3,8,57
995,11/10/2007,2007,4,11,45,2008,3,8,57
996,12/5/2005,2005,4,12,50,2006,3,9,62
997,11/25/2007,2007,4,11,48,2008,3,8,60
998,11/18/2007,2007,4,11,47,2008,3,8,59
999,12/12/2007,2007,4,12,50,2008,3,9,62
1000,12/8/2007,2007,4,12,49,2008,3,9,61
1001,8/14/2009,2009,3,8,33,2010,2,5,45
1002,8/14/2009,2009,3,8,33,2010,2,5,45
1003,8/9/2009,2009,3,8,33,2010,2,5,45
1004,8/9/2009,2009,3,8,33,2010,2,5,45
1005,8/21/2009,2009,3,8,34,2010,2,5,46
1006,8/19/2009,2009,3,8,34,2010,2,5,46
1007,8/7/2009,2009,3,8,32,2010,2,5,44
1008,8/7/2009,2009,3,8,32,2010,2,5,44
1009,8/20/2009,2009,3,8,34,2010,2,5,46
1010,7/17/2005,2005,3,7,30,2006,2,4,42
1011,7/30/2005,2005,3,7,31,2006,2,4,43
1012,7/30/2005,2005,3,7,31,2006,2,4,43
1013,7/30/2005,2005,3,7,31,2006,2,4,43
1014,7/30/2005,2005,3,7,31,2006,2,4,43
1015,11/14/2005,2005,4,11,47,2006,3,8,59
1016,3/16/2010,2010,1,3,12,2010,4,12,24
1017,7/30/2005,2005,3,7,31,2006,2,4,43
1018,7/30/2005,2005,3,7,31,2006,2,4,43
1019,7/11/2005,2005,3,7,29,2006,2,4,41
1020,7/11/2005,2005,3,7,29,2006,2,4,41
1021,6/29/2006,2006,2,6,26,2007,1,3,38
1022,6/29/2006,2006,2,6,26,2007,1,3,38
1023,6/14/2006,2006,2,6,24,2007,1,3,36
1024,5/30/2006,2006,2,5,22,2007,1,2,34
1025,5/30/2006,2006,2,5,22,2007,1,2,34
1026,6/6/2006,2006,2,6,23,2007,1,3,35
1027,6/6/2006,2006,2,6,23,2007,1,3,35
1028,6/23/2006,2006,2,6,25,2007,1,3,37
1029,6/21/2006,2006,2,6,25,2007,1,3,37
